date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:47:56	683/683	U-----	200	untouched ('OK')	text/plain	etag:%221718461256-1%22	https://www.baincapital.com/robots.txt		(from )
21:47:57	81619/-1	---M--	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:41:44%20GMT	https://www.baincapital.com/	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/index.html	(from )
21:47:58	202344/202344	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2005:50:50%20GMT	https://www.baincapital.com/sites/default/files/cms/bc-main-hero.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/cms/bc-main-hero.jpg	(from https://www.baincapital.com/)
21:47:59	682/682	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:47:54%20GMT	https://www.baincapital.com/bain-capital	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/bain-capital.1.delayed	(from https://www.baincapital.com/)
21:47:59	117/117	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	date:Sat,%2003%20Dec%202022%2006:19:47%20GMT	https://www.baincapital.com/sites/all/modules/media/modules/media_wysiwyg/css/media_wysiwyg.base.css?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/modules/media/modules/media_wysiwyg/css/media_wysiwyg.baseb0ab.css	(from https://www.baincapital.com/)
21:47:59	1209/1209	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	date:Sat,%2005%20Aug%202023%2006:05:37%20GMT	https://www.baincapital.com/sites/all/modules/eu_cookie_compliance/css/eu_cookie_compliance.css?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/modules/eu_cookie_compliance/css/eu_cookie_complianceb0ab.css	(from https://www.baincapital.com/)
21:48:00	213/213	---MCZ	-1	error ('Error%20when%20decompressing')	text/css	date:Wed,%2012%20Jun%202024%2018:33:10%20GMT	https://www.baincapital.com/sites/default/files/ctools/css/8695a9d3e23511e74e4cde79b7ae1666.css?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/ctools/css/8695a9d3e23511e74e4cde79b7ae1666b0ab.css	(from https://www.baincapital.com/)
21:48:01	19751/19751	---M-Z	-1	error ('Error%20when%20decompressing')	text/css	date:Sat,%2028%20Oct%202017%2005:26:39%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/bootstrap.min.css?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/bootstrap.minb0ab.css	(from https://www.baincapital.com/)
21:48:01	56369/56369	---MCZ	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202017%2005:26:39%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/animate.css?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/animateb0ab.css	(from https://www.baincapital.com/)
21:48:02	165260/165260	---MCZ	200	added ('OK')	text/css	date:Thu,%2024%20Aug%202023%2011:02:14%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/web37.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/web37.css	(from https://www.baincapital.com/)
21:48:02	96476/96476	---MCZ	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2010:30:00%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/private-equity22.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/private-equity22.css	(from https://www.baincapital.com/)
21:48:02	12057/12057	---MCZ	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202017%2005:26:36%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/citizen.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/citizen.css	(from https://www.baincapital.com/)
21:48:02	18470/18470	---MCZ	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202017%2005:26:42%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/swiper.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/swiper.css	(from https://www.baincapital.com/)
21:48:02	4321/4321	---MCZ	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202017%2005:26:41%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/timeline-responsive.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/timeline-responsive.css	(from https://www.baincapital.com/)
21:48:03	29653/29653	---MCZ	200	added ('OK')	text/css	date:Sat,%2017%20Mar%202018%2011:20:20%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/css/timeline-swiper-slider-bg.css	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/css/timeline-swiper-slider-bg.css	(from https://www.baincapital.com/)
21:48:03	2174/2174	---M-Z	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2005:27:13%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/ico/favicon.png	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/ico/favicon.png	(from https://www.baincapital.com/)
21:48:03	1406/1406	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:%2257e-55c94a85aee40-gzip%22	https://www.baincapital.com/sites/all/themes/baincapital/assets/ico/favicon.ico	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/ico/favicon.ico	(from https://www.baincapital.com/)
21:48:04	0/-1	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2003%20Dec%202022%2005:41:49%20GMT	https://www.baincapital.com/misc/jquery-extend-3.4.0.js?v=1.12.4	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/misc/jquery-extend-3.4.0fac2.js	(from https://www.baincapital.com/)
21:48:05	3654/3654	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2003%20Dec%202022%2005:41:49%20GMT	https://www.baincapital.com/misc/jquery-html-prefilter-3.5.0-backport.js?v=1.12.4	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/misc/jquery-html-prefilter-3.5.0-backportfac2.js	(from https://www.baincapital.com/)
21:48:05	0/-1	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2005%20Aug%202023%2007:38:32%20GMT	https://www.baincapital.com/sites/all/modules/jquery_update/js/jquery_browser.js?v=0.0.1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/modules/jquery_update/js/jquery_browser241d.js	(from https://www.baincapital.com/)
21:48:06	0/-1	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2017%20Apr%202021%2009:37:44%20GMT	https://www.baincapital.com/sites/all/modules/themekey/themekey_redirect/themekey_redirect.js?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/modules/themekey/themekey_redirect/themekey_redirectb0ab.js	(from https://www.baincapital.com/)
21:48:07	6866/6866	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2003%20Dec%202022%2005:41:44%20GMT	https://www.baincapital.com/misc/drupal.js?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/misc/drupalb0ab.js	(from https://www.baincapital.com/)
21:48:08	466/466	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2003%20Dec%202022%2005:41:52%20GMT	https://www.baincapital.com/misc/jquery.once.js?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/misc/jquery.onceb0ab.js	(from https://www.baincapital.com/)
21:48:08	0/-1	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2028%20Oct%202017%2005:27:39%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/js/modernizr-custom.js?sezcv1	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/js/modernizr-customb0ab.js	(from https://www.baincapital.com/)
21:48:10	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2015%20Jun%202024%2014:48:04%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.googletagmanager.com/gtm.1a5445.delayed	(from https://www.baincapital.com/)
21:48:11	691/691	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:05%20GMT	http://www.baincapital.com/locations	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/locations.1b.delayed	(from https://www.baincapital.com/)
21:48:12	690/690	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:07%20GMT	http://www.baincapital.com/about-us	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/about-us	(from https://www.baincapital.com/)
21:48:12	122579/122579	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:31:27%20GMT	https://www.baincapital.com/locations	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/locations.html	(from https://www.baincapital.com/)
21:48:14	692/692	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:08%20GMT	http://www.baincapital.com/businesses	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses	(from https://www.baincapital.com/)
21:48:14	221032/221032	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:19:04%20GMT	https://www.baincapital.com/about-us	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/about-us.html	(from https://www.baincapital.com/)
21:48:15	699/699	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:09%20GMT	http://www.baincapital.com/businesses/crypto	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses/crypto	(from https://www.baincapital.com/)
21:48:15	71489/71489	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:26:30%20GMT	https://www.baincapital.com/businesses	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses.html	(from https://www.baincapital.com/)
21:48:15	702/702	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:10%20GMT	http://www.baincapital.com/businesses/ventures/	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses/ventures/index.html	(from https://www.baincapital.com/)
21:48:16	688/688	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:11%20GMT	http://www.baincapital.com/people	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/people	(from https://www.baincapital.com/)
21:48:16	24515/24515	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:19:20%20GMT	https://www.baincapital.com/businesses/crypto	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/businesses/crypto.html	(from https://www.baincapital.com/)
21:48:17	696/696	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:12%20GMT	http://www.baincapital.com/people?dept=38	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/peoplec85a	(from https://www.baincapital.com/)
21:48:17	74205/74205	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:22:28%20GMT	https://www.baincapital.com/people	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/people.html	(from https://www.baincapital.com/)
21:48:18	686/686	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:12%20GMT	http://www.baincapital.com/news	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/news	(from https://www.baincapital.com/)
21:48:18	695/695	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jun%202024%2014:48:13%20GMT	http://www.baincapital.com/esgandimpact/	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/esgandimpact/index.html	(from https://www.baincapital.com/)
21:48:18	74450/74450	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:45:10%20GMT	https://www.baincapital.com/people?dept=38	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/peoplec85a.html	(from https://www.baincapital.com/)
21:48:18	1458/1458	---MCZ	-1	error ('Error%20when%20decompressing')	image/svg+xml	etag:W/%22de2-5c3b34ec0f745%22	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/bain-capital-logo-pride.svg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/bain-capital-logo-pride.svg	(from https://www.baincapital.com/)
21:48:18	75577/75577	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2014:20:10%20GMT	https://www.baincapital.com/news	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/news.html	(from https://www.baincapital.com/)
21:48:19	989/989	---M-Z	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2005:27:25%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/menu-mobile.png	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/menu-mobile.png	(from https://www.baincapital.com/)
21:48:19	2680/2680	---M-Z	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2005:27:25%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/menu-logo4.png	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/menu-logo4.png	(from https://www.baincapital.com/)
21:48:19	6324/6324	---M-Z	200	added ('OK')	image/png	date:Sat,%2028%20Oct%202017%2005:27:20%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/grey-mobile-slant3.png	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/grey-mobile-slant3.png	(from https://www.baincapital.com/)
21:48:19	370642/370642	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2020:42:04%20GMT	https://www.baincapital.com/sites/default/files/homepage/pride_ray_1.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/homepage/pride_ray_1.jpg	(from https://www.baincapital.com/)
21:48:20	370642/370642	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2020:42:10%20GMT	https://www.baincapital.com/sites/default/files/homepage/pride_ray_1_0.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/homepage/pride_ray_1_0.jpg	(from https://www.baincapital.com/)
21:48:20	108254/108254	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2005:49:49%20GMT	https://www.baincapital.com/sites/default/files/businesses/83677594-private-equity_0.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/83677594-private-equity_0.jpg	(from https://www.baincapital.com/)
21:48:20	53899/53899	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2005:50:05%20GMT	https://www.baincapital.com/sites/default/files/businesses/credit-thumbnail-bridge.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/credit-thumbnail-bridge.jpg	(from https://www.baincapital.com/)
21:48:21	33693/33693	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202022%2016:17:25%20GMT	https://www.baincapital.com/sites/default/files/businesses/BCSS.jpeg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/BCSS.jpg	(from https://www.baincapital.com/)
21:48:21	167008/167008	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2028%20Oct%202017%2005:50:29%20GMT	https://www.baincapital.com/sites/default/files/businesses/venture-business.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/venture-business.jpg	(from https://www.baincapital.com/)
21:48:21	33003/33003	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Feb%202018%2004:26:51%20GMT	https://www.baincapital.com/sites/default/files/businesses/bc-re-thumb_0.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/default/files/businesses/bc-re-thumb_0.jpg	(from https://www.baincapital.com/)
21:48:21	23483/23483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jun%202019%2008:12:53%20GMT	https://www.baincapital.com/sites/all/themes/baincapital/assets/images/business/tech-opportunites.jpg	C:/My%20Websites/%e8%b4%9d%e6%81%a9%e8%b5%84%e6%9c%ac/www.baincapital.com/sites/all/themes/baincapital/assets/images/business/tech-opportunites.jpg	(from https://www.baincapital.com/)
